music,uid,score
9658,superrocksoff,2
9661,superrocksoff,4
699,superrocksoff,5
9657,superrocksoff,4
9659,superrocksoff,8
9660,superrocksoff,5
9662,superrocksoff,5
9678,superrocksoff,4
9679,superrocksoff,3
9680,superrocksoff,3
9681,superrocksoff,6
338,superrocksoff,10
361,superrocksoff,3
358,superrocksoff,10
4605,superrocksoff,4
2642,superrocksoff,3
1418,superrocksoff,6
1424,superrocksoff,5
1425,superrocksoff,4
1426,superrocksoff,4
1427,superrocksoff,4
1428,superrocksoff,7
2058,superrocksoff,6
3770,lifefinish,3
13949,noji1641,7
13950,noji1641,9
584,superrocksoff,7
4478,superrocksoff,8
594,superrocksoff,7
2229,superrocksoff,6
2375,superrocksoff,4
4473,superrocksoff,4
4474,superrocksoff,3
4475,superrocksoff,4
4476,superrocksoff,4
4477,superrocksoff,3
2181,superrocksoff,5
2185,superrocksoff,9
2182,superrocksoff,5
2183,superrocksoff,4
2184,superrocksoff,5
1485,superrocksoff,3
1488,superrocksoff,2
1486,superrocksoff,5
2133,superrocksoff,3
7219,superrocksoff,2
2303,superrocksoff,5
2305,superrocksoff,8
4030,superrocksoff,7
1609,superrocksoff,5
3354,superrocksoff,2
2126,superrocksoff,3
1929,superrocksoff,4
207,superrocksoff,5
2478,superrocksoff,4
615,superrocksoff,3
616,superrocksoff,6
1145,superrocksoff,3
983,superrocksoff,3
299,superrocksoff,6
317,superrocksoff,3
1594,superrocksoff,5
2186,superrocksoff,5
2177,superrocksoff,4
798,superrocksoff,3
1612,superrocksoff,4
3670,superrocksoff,3
3669,superrocksoff,4
13961,9wa263,6
994,superrocksoff,3
6127,superrocksoff,3
1681,superrocksoff,5
1603,superrocksoff,3
453,superrocksoff,4
454,superrocksoff,5
455,superrocksoff,3
452,superrocksoff,7
421,superrocksoff,4
422,superrocksoff,7
424,superrocksoff,6
428,superrocksoff,3
430,superrocksoff,3
432,superrocksoff,3
433,superrocksoff,3
425,superrocksoff,4
412,superrocksoff,4
417,superrocksoff,3
2192,superrocksoff,3
368,superrocksoff,3
6131,superrocksoff,4
6132,superrocksoff,3
1423,superrocksoff,7
1430,superrocksoff,7
1433,superrocksoff,3
1431,superrocksoff,8
1477,superrocksoff,3
3355,superrocksoff,2
1338,superrocksoff,2
7318,superrocksoff,8
7312,superrocksoff,6
7313,superrocksoff,5
7314,superrocksoff,6
7315,superrocksoff,4
7316,superrocksoff,5
7317,superrocksoff,4
2200,sevaelyhpe,7
8694,sevaelyhpe,5
13149,Amatooth_,5
13152,Amatooth_,7
13150,Amatooth_,6
13151,Amatooth_,5
13153,Amatooth_,6
701,jia7412026,10
702,jia7412026,10
703,jia7412026,8
704,jia7412026,9
705,jia7412026,8
706,jia7412026,10
707,jia7412026,9
1221,jia7412026,9
8110,jia7412026,8
569,jia7412026,10
570,jia7412026,7
571,jia7412026,7
573,jia7412026,10
574,jia7412026,9
576,jia7412026,7
615,jia7412026,9
616,jia7412026,10
975,jia7412026,9
1485,jia7412026,9
1612,maguro1020,8
12362,karubo92,7
13944,kurakura0424,8
13945,kurakura0424,8
13727,kurakura0424,10
12943,kurakura0424,9
12116,kurakura0424,8
12692,kurakura0424,10
8512,kurakura0424,9
9649,maguro1020,9
9694,maguro1020,8
13831,downer,8
12276,tatsutsuyo,6
13529,rionrionrion,2
561,kagari619,6
563,kagari619,10
562,kagari619,3
13177,sinsoutenku,9
13179,sinsoutenku,6
13178,sinsoutenku,5
13180,sinsoutenku,7
13181,sinsoutenku,4
40,sinsoutenku,6
46,sinsoutenku,7
575,sinsoutenku,10
1017,sinsoutenku,6
701,sinsoutenku,7
11752,Yukimi_Tori,10
11735,Yukimi_Tori,9
1209,Yuma_aromika66,5
1210,Yuma_aromika66,4
13152,khkhkhkh,10
13949,maguro1020,10
13950,maguro1020,9
13951,maguro1020,7
13947,akeno_0810,7
13172,akeno_0810,10
13149,akeno_0810,10
13152,akeno_0810,10
13150,akeno_0810,10
13151,akeno_0810,10
13153,akeno_0810,10
13949,akeno_0810,9
13955,akeno_0810,10
11495,Yuma_aromika66,7
12578,wsled,7
3605,wsled,8
9402,wsled,8
13182,wsled,7
6980,sinsoutenku,6
8581,sinsoutenku,6
3561,sinsoutenku,6
1325,sinsoutenku,5
9388,sinsoutenku,8
137,sinsoutenku,9
1760,sinsoutenku,7
506,miyumeututu,3
509,miyumeututu,4
503,miyumeututu,7
11403,Yukimi_Tori,9
405,jyosyou,10
701,jyosyou,10
994,rin.hikaru320,7
6127,rin.hikaru320,7
1003,rin.hikaru320,7
1004,rin.hikaru320,7
12665,rakuin,10
12664,rakuin,10
11790,ritz_fawcett,4
1169,Yuma_aromika66,5
4642,Yuma_aromika66,3
4643,Yuma_aromika66,7
13969,tgl,10
11187,XOeec,8
13989,rakuin,7
13991,rakuin,7
13988,rakuin,10
13990,rakuin,10
13992,rakuin,10
11048,lifefinish,3
11790,うそつきのこ,7
11789,うそつきのこ,10
4359,muramasa,10
12494,talkshowhost,2
70,XOeec,9
71,XOeec,8
13155,BakedHippo2,10
13156,BakedHippo2,10
2406,harayama,8
1602,harayama,7
12219,harayama,3
12363,karubo92,5
4463,wsled,9
13322,wsled,8
11775,oBt,10
11226,kabugiko,1
1522,jia7412026,8
2452,Olympia_38,9
1419,pepack,7
6752,pepack,6
8977,muramasa,10
9649,sinsoutenku,10
11167,sinsoutenku,6
13155,sinsoutenku,9
13728,karubo92,7
12393,あおじるファン,3
12392,あおじるファン,3
9646,Yuma_aromika66,4
9866,Yuma_aromika66,5
12693,celica_ss-2,3
4605,Olympia_38,9
8653,lighthouse,6
541,lighthouse,5
2682,lighthouse,6
532,superrocksoff,4
535,superrocksoff,3
533,superrocksoff,4
2820,mikeeeee07,10
6084,ponpoko_pon,6
6085,ponpoko_pon,10
1654,XOeec,9
1609,XOeec,9
869,XOeec,10
870,XOeec,9
6190,yujit,7
6193,yujit,7
6197,yujit,7
555,XOeec,9
557,XOeec,9
556,XOeec,8
6875,XOeec,9
7216,Keykimu,8
7217,Keykimu,9
11153,BakedHippo2,7
11247,BakedHippo2,9
9636,musama3710love,10
7543,musama3710love,9
1430,kingstaku,10
13591,aruhuimii,9
12249,lifefinish,3
9811,lifefinish,3
3716,wsled,10
564,neppa,8
565,neppa,7
204,Keykimu,9
701,XLKK,10
12091,maguro1020,9
12353,maguro1020,7
12354,maguro1020,10
9205,Yuma_aromika66,4
9206,Yuma_aromika66,2
6733,kanasu7743,5
4021,kanasu7743,6
932,kanasu7743,9
12166,oyaimin,9
12395,oyaimin,10
11789,e.t.pain,10
2513,haruka_sis,10
8539,Neunzehn,7
72,XOeec,10
13149,wing5536,10
13152,wing5536,10
13150,wing5536,10
13151,wing5536,10
13153,wing5536,10
701,okizaki,9
6198,okizaki,2
6199,okizaki,3
6200,okizaki,2
6201,okizaki,2
9561,okizaki,4
9562,okizaki,5
12277,okizaki,5
13125,okizaki,4
13728,okizaki,1
702,jyosyou,10
703,jyosyou,10
5578,harayama,9
10784,miyumeututu,6
1798,Yukimi_Tori,7
1612,beq0466,10
1418,beq0466,10
1424,beq0466,10
1425,beq0466,10
1426,beq0466,10
1427,beq0466,10
1428,beq0466,10
1423,beq0466,7
1959,kibinago1105,8
3427,reinford31,8
4511,reinford31,10
4512,reinford31,8
4513,reinford31,9
4514,reinford31,9
4516,reinford31,8
2135,reinford31,9
1602,reinford31,10
870,reinford31,10
869,reinford31,10
615,reinford31,9
616,reinford31,9
2594,reinford31,9
2596,reinford31,9
2595,reinford31,8
532,reinford31,8
535,reinford31,7
537,reinford31,8
1612,reinford31,9
12091,reinford31,10
6990,reinford31,10
8732,reinford31,10
8659,reinford31,9
60,reinford31,10
61,reinford31,10
62,reinford31,8
13956,reinford31,10
1430,reinford31,10
1431,reinford31,9
1477,reinford31,9
1418,reinford31,9
1428,reinford31,9
12098,Yuma_aromika66,5
12278,Yuma_aromika66,6
701,Raktmit,10
569,Raktmit,10
1601,alice22,7
257,alice22,9
566,neppa,9
702,XLKK,6
703,XLKK,6
704,XLKK,6
705,XLKK,6
706,XLKK,6
707,XLKK,6
3427,Aliceryokutya,7
4511,Aliceryokutya,8
4512,Aliceryokutya,7
4513,Aliceryokutya,9
4514,Aliceryokutya,8
4515,Aliceryokutya,8
4516,Aliceryokutya,10
532,Aliceryokutya,7
535,Aliceryokutya,7
534,Aliceryokutya,7
537,Aliceryokutya,9
845,Aliceryokutya,10
9649,Aliceryokutya,10
9694,Aliceryokutya,10
12091,Aliceryokutya,9
12352,Aliceryokutya,9
12353,Aliceryokutya,10
12350,Aliceryokutya,7
12351,Aliceryokutya,9
1221,Aliceryokutya,5
1222,Aliceryokutya,3
1223,Aliceryokutya,3
1224,Aliceryokutya,9
1225,Aliceryokutya,10
9782,Aliceryokutya,9
701,Aliceryokutya,10
702,Aliceryokutya,5
703,Aliceryokutya,8
704,Aliceryokutya,9
705,Aliceryokutya,9
706,Aliceryokutya,7
707,Aliceryokutya,8
2262,Keykimu,9
13027,18150782086,8
13028,18150782086,5
9375,maguro1020,9
2820,hgordo,4
3086,hgordo,3
9649,kidos,8
9693,kidos,7
9694,kidos,7
12846,Weather　report,2
3119,ronin123,3
9841,ronin123,1
13149,uxinn,10
13152,uxinn,10
13153,uxinn,10
204,kibinago1105,9
1929,miya9008,9
1934,miya9008,9
1931,miya9008,9
1933,miya9008,10
584,anangle0903,6
4478,anangle0903,6
594,anangle0903,6
2229,anangle0903,6
2375,anangle0903,5
4473,anangle0903,6
4474,anangle0903,7
4475,anangle0903,5
4476,anangle0903,4
4477,anangle0903,5
9711,anangle0903,4
11100,anangle0903,5
13950,ay.kei,10
11790,ARIACE,8
11789,ARIACE,8
6142,nanaya0719,5
6143,nanaya0719,5
13000,talkshowhost,3
13591,ARIACE,7
2307,ARIACE,8
755,ARIACE,8
2651,ARIACE,8
2648,ARIACE,9
2650,ARIACE,8
9570,ARIACE,8
3006,ARIACE,8
3981,ARIACE,10
9708,Yuma_aromika66,3
9739,Yuma_aromika66,9
9764,Yuma_aromika66,4
7591,ARIACE,9
3982,ARIACE,7
1683,ARIACE,9
2028,ARIACE,7
1168,ARIACE,9
550,ARIACE,9
551,ARIACE,8
552,ARIACE,7
553,ARIACE,9
546,ARIACE,10
547,ARIACE,8
541,ARIACE,8
2586,ARIACE,10
9375,ARIACE,10
1985,kanasu7743,7
2585,kanasu7743,7
12150,kanasu7743,8
13949,fu-san,10
13954,fu-san,7
13950,fu-san,10
13951,fu-san,8
13952,fu-san,8
13953,fu-san,7
13955,fu-san,8
13551,music398,10
12286,music398,10
3770,Yukimi_Tori,10
12031,neppa,10
12030,neppa,8
1609,lighthouse,7
11495,neppa,10
11990,neppa,3
11989,neppa,9
701,neppa,9
11342,kanasu7743,8
1681,Keykimu,10
11398,JAKOKO,9
529,XOeec,10
530,XOeec,9
531,XOeec,7
1168,XOeec,9
546,XOeec,9
177,XOeec,10
2227,XOeec,9
541,XOeec,8
558,XOeec,8
7,XOeec,9
1814,XOeec,9
1291,XOeec,7
9642,diarho,6
12166,f15mf2,2
12395,f15mf2,10
12394,f15mf2,5
4490,ARIACE,8
4493,ARIACE,10
90,Yuma_aromika66,4
751,Yuma_aromika66,2
753,Yuma_aromika66,5
12966,yamadayo,5
1072,Yuma_aromika66,4
1073,Yuma_aromika66,5
13961,kabugiko,2
701,maguro1020,10
2368,Weather　report,7
2452,ACIDMAN,5
11790,usaku,10
11789,usaku,10
13728,itomaru,9
13727,itomaru,7
13798,itomaru,10
1645,raider,9
1644,raider,10
1368,raider,8
271,raider,9
1369,raider,10
1370,raider,7
1371,raider,7
1372,raider,7
6952,raider,9
564,raider,8
565,raider,9
566,raider,7
13149,raider,10
13152,raider,10
13150,raider,10
13151,raider,8
13153,raider,9
584,miED703,6
2229,miED703,4
9921,Weather　report,8
368,vivid_poke,5
982,raider,8
998,raider,9
555,raider,8
13949,raider,8
13954,raider,10
13950,raider,8
13951,raider,8
13952,raider,9
13953,raider,7
13955,raider,8
1363,raider,10
1364,raider,8
1365,raider,10
842,raider,9
1366,raider,8
1367,raider,10
1430,raider,10
1433,raider,10
1431,raider,9
1477,raider,9
1418,raider,9
1424,raider,9
1425,raider,9
1426,raider,9
1427,raider,10
1428,raider,10
1423,raider,9
1148,raider,9
615,raider,10
616,raider,10
2285,raider,9
405,raider,9
12346,raider,8
8518,raider,8
855,raider,10
5766,raider,10
258,raider,9
259,raider,9
13765,raider,10
13766,raider,7
579,raider,9
626,raider,9
1602,raider,9
7191,Neunzehn,10
7192,Neunzehn,10
7193,Neunzehn,10
7194,Neunzehn,9
7195,Neunzehn,10
7196,Neunzehn,10
7197,Neunzehn,8
7198,Neunzehn,9
7199,Neunzehn,10
7200,Neunzehn,10
7201,Neunzehn,10
7202,Neunzehn,9
7203,Neunzehn,10
7204,Neunzehn,9
7205,Neunzehn,10
7206,Neunzehn,10
7207,Neunzehn,10
7208,Neunzehn,10
7209,Neunzehn,10
7210,Neunzehn,10
7211,Neunzehn,10
13595,soda2942,6
4639,dewodorizer,6
4640,dewodorizer,7
13177,misutsu940612,10
13179,misutsu940612,10
12974,sushity,4
4473,miED703,3
4475,miED703,2
12927,hgordo,2
99,Kagamin,5
1234,fureiaqua,10
2268,miED703,6
736,Yuma_aromika66,5
738,Yuma_aromika66,5
532,oyaimin,7
535,oyaimin,9
537,oyaimin,10
536,oyaimin,7
12362,lostmix,10
13728,lostmix,9
2269,ootachi877,10
3146,ootachi877,8
2826,ootachi877,9
4419,ootachi877,8
2267,ootachi877,8
5754,ootachi877,8
3127,ootachi877,8
2449,ootachi877,8
3139,ootachi877,7
2339,ootachi877,8
2340,ootachi877,7
11403,ootachi877,6
1428,XOeec,9
1423,XOeec,9
9835,Yuma_aromika66,4
9840,Yuma_aromika66,9
9836,Yuma_aromika66,3
9837,Yuma_aromika66,9
9838,Yuma_aromika66,7
9839,Yuma_aromika66,2
503,tomosibee3104,7
512,tomosibee3104,7
506,tomosibee3104,7
10784,tomosibee3104,7
846,XOeec,7
9921,XOeec,7
60,XOeec,9
1117,XOeec,9
6204,Yuma_aromika66,8
10464,kadgnpwv,10
1612,XOeec,7
983,XOeec,7
13993,てんたくるす,9
12098,NeilD,1
459,misutsu940612,10
12362,zj1122520,9
12363,zj1122520,10
13728,zj1122520,10
3466,wsled,9
3467,wsled,8
730,kashima_08,8
3469,wsled,8
6449,wsled,9
6450,wsled,8
6451,wsled,7
6911,wsled,9
12362,64552,10
12363,64552,7
12692,64552,7
2504,Kagamin,7
11193,kanasu7743,6
1646,Dashi,7
1742,neppa,9
2924,neppa,10
1754,neppa,5
2925,neppa,7
13132,zj1122520,7
12091,neppa,10
12352,neppa,10
12353,neppa,7
12350,neppa,9
12351,neppa,10
1168,neppa,5
550,neppa,5
551,neppa,10
552,neppa,10
553,neppa,10
554,neppa,10
13110,neppa,5
3427,neppa,9
4511,neppa,10
4512,neppa,7
4513,neppa,10
4514,neppa,10
4515,neppa,9
4516,neppa,10
11342,neppa,10
11505,neppa,3
13027,neppa,9
7543,neppa,7
11730,neppa,3
12254,neppa,3
12277,neppa,7
798,neppa,10
569,neppa,9
1485,neppa,10
1488,neppa,7
1486,neppa,7
13132,neppa,8
730,neppa,10
11100,neppa,7
12699,neppa,10
6222,neppa,10
98,neppa,3
1419,neppa,7
377,neppa,7
1117,neppa,10
13131,neppa,10
12972,kadgnpwv,7
11403,kadgnpwv,10
11752,kadgnpwv,7
11735,kadgnpwv,7
9610,kadgnpwv,7
2059,kadgnpwv,7
2060,kadgnpwv,10
569,kadgnpwv,10
1454,kadgnpwv,10
1455,kadgnpwv,7
5530,sola_75,8
4471,Olympia_38,10
13970,Seiya,10
845,miED703,8
13945,wsled,9
2506,Kagamin,7
11730,Raktmit,7
6791,けｙ,7
870,Odindin,10
2899,talkshowhost,3
2186,rolling15,10
1892,rolling15,10
1430,rolling15,9
12284,nanaya0719,6
12901,nanaya0719,6
12902,nanaya0719,6
12903,nanaya0719,9
12904,nanaya0719,6
701,nagetts_hanpen,10
702,nagetts_hanpen,6
705,nagetts_hanpen,9
12037,Yuma_aromika66,5
12319,Yuma_aromika66,9
6754,wsled,9
12362,minimum1,9
12363,minimum1,7
12692,minimum1,9
13728,minimum1,10
13727,minimum1,9
13798,minimum1,9
569,minimum1,9
701,minimum1,10
702,minimum1,6
706,minimum1,9
11581,minimum1,9
11983,minimum1,10
9822,minimum1,7
2586,minimum1,5
3584,minimum1,8
3585,minimum1,7
3586,minimum1,10
3587,minimum1,7
3588,minimum1,5
9375,minimum1,8
9546,minimum1,7
9547,minimum1,7
9548,minimum1,8
9549,minimum1,8
9550,minimum1,7
703,minimum1,8
704,minimum1,8
705,minimum1,9
11981,minimum1,9
11982,minimum1,9
707,minimum1,7
13595,Yuma_aromika66,7
9551,minimum1,7
578,minimum1,7
577,minimum1,7
574,minimum1,9
576,minimum1,7
573,minimum1,7
1225,minimum1,10
570,minimum1,8
571,minimum1,7
11540,minimum1,7
1690,minimum1,9
6190,minimum1,8
6191,minimum1,9
6192,minimum1,9
6193,minimum1,7
6194,minimum1,8
6196,minimum1,9
410,minimum1,7
912,minimum1,10
900,minimum1,10
279,minimum1,10
68,minimum1,10
171,minimum1,7
11730,minimum1,7
1084,minimum1,7
67,minimum1,7
1602,minimum1,9
9146,minimum1,8
99,minimum1,8
6791,minimum1,9
11791,minimum1,9
11153,minimum1,8
11247,minimum1,9
12286,minimum1,8
12285,minimum1,9
13551,minimum1,7
13659,minimum1,8
12259,minimum1,7
12301,minimum1,8
12302,minimum1,7
12304,minimum1,9
12509,minimum1,5
12947,minimum1,7
1430,Askeladd,10
1428,Askeladd,10
1209,cbx0916,9
1210,cbx0916,9
1169,cbx0916,10
4642,cbx0916,4
4643,cbx0916,7
9645,AltairDvD,7
13172,Raktmit,9
9953,lifefinish,3
67,HinamoriAmu,7
68,HinamoriAmu,10
730,HinamoriAmu,6
731,HinamoriAmu,3
732,HinamoriAmu,5
503,HinamoriAmu,8
507,HinamoriAmu,6
508,HinamoriAmu,4
509,HinamoriAmu,7
512,HinamoriAmu,5
10785,HinamoriAmu,5
7543,HinamoriAmu,5
9440,HinamoriAmu,4
538,HinamoriAmu,7
539,HinamoriAmu,3
1387,lifefinish,3
2882,minimum1,9
12354,minimum1,9
13728,yhan,7
13727,yhan,10
7051,celica_ss-2,3
2099,Weather　report,8
2321,Weather　report,9
4040,水月鏡花,7
13950,okizaki,6
791,Hadunyan0808,10
4941,Hadunyan0808,10
1168,scycsw09,10
550,scycsw09,9
551,scycsw09,7
552,scycsw09,7
553,scycsw09,7
554,scycsw09,7
13110,scycsw09,7
541,scycsw09,10
544,scycsw09,9
543,scycsw09,10
545,scycsw09,9
542,scycsw09,10
13108,scycsw09,9
80,ootachi877,3
4805,ootachi877,3
4491,gajyumaru,1
4511,gajyumaru,8
1892,gajyumaru,4
2293,gajyumaru,10
11540,gajyumaru,1
532,minimum1,8
13131,okizaki,5
5780,Kurot9,10
6806,Kurot9,10
9381,Kurot9,10
7649,Kurot9,10
9499,Kurot9,10
10549,gajyumaru,7
532,gajyumaru,3
4601,gajyumaru,2
2513,gajyumaru,3
4605,gajyumaru,1
4513,gajyumaru,1
11023,gajyumaru,7
13727,okizaki,1
11897,Weather　report,2
13151,seine,10
4414,Raktmit,10
2682,Raktmit,10
569,op35j,10
570,op35j,7
571,op35j,7
573,op35j,7
574,op35j,9
576,op35j,7
577,op35j,7
578,op35j,7
9610,nt9pass,7
1368,Weather　report,10
12352,きい30,7
1812,miED703,3
68,miED703,10
67,miED703,8
13149,nagetts_hanpen,9
13152,nagetts_hanpen,10
912,Yukimi_Tori,10
1556,pawaandkurarowa,7
11762,pawaandkurarowa,7
701,miyumeututu,10
702,miyumeututu,5
70,BakedHippo2,9
71,BakedHippo2,8
72,BakedHippo2,8
6520,Yuma_aromika66,7
6521,Yuma_aromika66,2
779,Weather　report,8
3483,heartfelt,7
3485,heartfelt,7
3484,heartfelt,3
1430,heartfelt,8
1433,heartfelt,9
1431,heartfelt,8
1477,heartfelt,8
1418,heartfelt,10
1424,heartfelt,9
1425,heartfelt,10
1426,heartfelt,10
1427,heartfelt,9
1428,heartfelt,9
1423,heartfelt,9
842,heartfelt,8
1363,heartfelt,9
1364,heartfelt,9
1365,heartfelt,8
1366,heartfelt,10
1367,heartfelt,9
564,heartfelt,8
565,heartfelt,7
40,heartfelt,9
42,heartfelt,7
44,heartfelt,8
46,heartfelt,10
48,heartfelt,8
50,heartfelt,8
52,heartfelt,10
41,heartfelt,7
43,heartfelt,9
45,heartfelt,9
47,heartfelt,8
49,heartfelt,9
51,heartfelt,10
783,heartfelt,7
784,heartfelt,7
785,heartfelt,8
1850,heartfelt,9
1852,heartfelt,9
1851,heartfelt,9
1221,heartfelt,9
1222,heartfelt,7
1223,heartfelt,5
1224,heartfelt,7
1225,heartfelt,8
9105,heartfelt,10
9540,heartfelt,7
9541,heartfelt,9
3360,heartfelt,3
2475,heartfelt,8
9649,heartfelt,10
9642,heartfelt,4
9882,heartfelt,4
1833,heartfelt,7
12036,heartfelt,5
11730,heartfelt,10
579,heartfelt,10
580,heartfelt,9
5641,heartfelt,9
12271,heartfelt,9
13765,heartfelt,9
13970,heartfelt,8
11516,tasogarenai,7
12021,tasogarenai,7
9737,tasogarenai,8
9904,tasogarenai,8
10055,tasogarenai,8
9953,okizaki,4
13976,tasogarenai,9
1225,okizaki,7
3397,okizaki,5
402,okizaki,6
573,okizaki,6
11730,okizaki,3
12254,okizaki,4
703,miyumeututu,5
144,Forever01,8
827,gajyumaru,9
9105,tasogarenai,9
9540,tasogarenai,9
9541,tasogarenai,9
11390,tasogarenai,9
13177,tasogarenai,9
13179,tasogarenai,9
7023,Weather　report,3
2293,pawaandkurarowa,10
8473,haruno,10
7297,haruno,10
9399,haruno,10
564,XOeec,7
565,XOeec,7
12331,XOeec,8
2521,oyaimin,10
5758,XOeec,7
6477,XOeec,8
168,XOeec,7
195,XOeec,8
5780,Yukimi_Tori,10
6806,Yukimi_Tori,10
9381,Yukimi_Tori,10
6423,lifefinish,3
7007,lifefinish,3
11654,united7eroge,10
2675,united7eroge,10
2676,united7eroge,10
2601,united7eroge,10
2596,united7eroge,10
2597,united7eroge,10
2598,united7eroge,9
2599,united7eroge,10
2600,united7eroge,9
2595,united7eroge,10
410,united7eroge,10
2192,united7eroge,9
1658,united7eroge,9
1612,shindai_alteen,9
3670,shindai_alteen,7
3669,shindai_alteen,3
4604,gajyumaru,5
9544,maguro1020,8
13600,downer,7
10258,hgordo,2
11278,Weather　report,7
801,Weather　report,8
13149,SUUMO,10
13152,SUUMO,8
13150,SUUMO,9
13151,SUUMO,8
13153,SUUMO,9
185,SUUMO,10
186,SUUMO,9
187,SUUMO,10
188,SUUMO,9
2368,ryukyuteada,5
13299,ryukyuteada,3
12362,BeeF,9
12363,BeeF,9
12692,BeeF,10
12698,Yuma_aromika66,5
12914,Yuma_aromika66,5
2887,ryukyuteada,7
13728,BeeF,10
13727,BeeF,10
13798,BeeF,10
1812,Yukimi_Tori,10
84,tomosibee3104,7
4805,tomosibee3104,7
6500,Raktmit,10
7298,Raktmit,9
575,tapioca365,5
13551,kidos,7
7023,Yuma_aromika66,3
13172,XOeec,9
9542,Yuma_aromika66,8
7779,gxhwi,5
11100,XOeec,9
507,Karakuzu,10
512,Karakuzu,10
506,Karakuzu,9
11789,lighthouse,6
730,lighthouse,5
9953,shindai_alteen,1
11352,shindai_alteen,1
11480,shindai_alteen,1
9606,ootachi877,8
2318,Weather　report,8
13155,oyaimin,10
13156,oyaimin,10
1430,sh4ik4,9
4471,japanet,7
4470,japanet,7
4511,smithee,10
4512,smithee,9
4516,smithee,9
13607,aoi-tarou,7
13765,scycsw09,9
13766,scycsw09,8
13767,scycsw09,10
12495,BeeF,10
13142,BeeF,10
13949,Yuma_aromika66,8
13954,Yuma_aromika66,4
13950,Yuma_aromika66,10
13951,Yuma_aromika66,8
13952,Yuma_aromika66,6
13953,Yuma_aromika66,6
13955,Yuma_aromika66,7
2452,8qh,10
1291,Weather　report,7
13182,jayce,7
532,jayce,7
537,jayce,7
5545,jayce,10
503,jayce,9
507,jayce,9
508,jayce,8
509,jayce,8
11730,12345abc,10
9960,nt9pass,10
10211,Forever01,9
512,jayce,10
506,jayce,10
7265,jayce,9
10784,jayce,10
10785,jayce,10
5780,jayce,10
6806,jayce,10
579,hanaji,7
583,hanaji,7
9630,lifefinish,3
5820,wsled,9
2289,mikeeeee07,10
5244,mikeeeee07,7
13179,ysk89241,10
7008,lifefinish,3
3263,rin.hikaru320,10
3264,rin.hikaru320,10
3265,rin.hikaru320,10
3266,rin.hikaru320,9
8008,Yuma_aromika66,5
3267,rin.hikaru320,10
3268,rin.hikaru320,10
3269,rin.hikaru320,10
10557,rin.hikaru320,10
11153,rin.hikaru320,7
11247,rin.hikaru320,7
11581,makotop30,9
11981,makotop30,9
11982,makotop30,10
11983,makotop30,10
13659,musama3710love,9
7543,Raktmit,9
3582,ryukyuteada,4
2069,ryukyuteada,2
2068,ryukyuteada,4
705,ryukyuteada,4
10018,ryukyuteada,3
6882,ryukyuteada,7
11276,Weather　report,7
99,Weather　report,9
12362,hanpakun,10
12363,hanpakun,9
12692,hanpakun,9
13728,hanpakun,10
13727,hanpakun,9
13798,hanpakun,9
9690,Yuma_aromika66,7
1368,lindsey0116,3
271,lindsey0116,3
1369,lindsey0116,10
269,lindsey0116,10
1371,lindsey0116,10
1372,lindsey0116,10
1609,kyu884,7
2016,kyu884,6
792,kyu884,1
6733,kyu884,7
88,kyu884,7
579,kyu884,7
583,kyu884,7
1791,kyu884,7
1368,kyu884,5
6219,kyu884,3
7591,kyu884,4
1878,kyu884,1
102,kyu884,4
546,kyu884,7
6791,Yuma_aromika66,5
8500,wing5536,7
527,wing5536,9
528,wing5536,4
9375,wing5536,9
9546,wing5536,8
9547,wing5536,8
9551,wing5536,6
13610,wing5536,5
532,wing5536,10
535,wing5536,6
533,wing5536,4
12259,wing5536,6
12302,wing5536,6
1758,wing5536,7
1759,wing5536,8
1029,wing5536,6
1629,wing5536,6
4617,wing5536,10
4618,wing5536,10
13602,wing5536,5
7543,wing5536,5
11153,wing5536,7
12286,wing5536,7
13598,wing5536,5
788,wing5536,10
67,wing5536,10
68,wing5536,10
2192,wing5536,8
537,wing5536,10
9725,wing5536,10
569,wing5536,10
13177,wing5536,10
13179,wing5536,10
9636,wing5536,10
1644,toatoatoa,10
1645,toatoatoa,9
13610,toatoatoa,9
13950,kashima_08,10
1331,kashima_08,10
12117,toatoatoa,9
12341,miya9008,6
1124,Forever01,5
1128,Forever01,6
1126,Forever01,6
1168,enkn_9905,9
550,enkn_9905,10
551,enkn_9905,7
552,enkn_9905,8
553,enkn_9905,8
13611,toatoatoa,7
13831,toatoatoa,7
12037,toatoatoa,9
12319,toatoatoa,9
10708,toatoatoa,7
2850,toatoatoa,9
973,toatoatoa,10
11775,toatoatoa,9
12039,toatoatoa,1
13031,toatoatoa,9
12040,toatoatoa,1
1299,toatoatoa,10
1300,toatoatoa,10
1301,toatoatoa,8
1302,toatoatoa,8
1303,toatoatoa,8
1304,toatoatoa,8
1305,toatoatoa,8
1309,toatoatoa,10
1310,toatoatoa,10
826,toatoatoa,7
3250,toatoatoa,9
944,toatoatoa,9
842,toatoatoa,10
1366,toatoatoa,9
1367,toatoatoa,10
3242,toatoatoa,9
7287,toatoatoa,7
13765,toatoatoa,10
13766,toatoatoa,7
13767,toatoatoa,7
1469,toatoatoa,10
1470,toatoatoa,9
13182,toatoatoa,10
9402,toatoatoa,9
3326,toatoatoa,8
9780,toatoatoa,7
1255,toatoatoa,8
3985,toatoatoa,8
3984,toatoatoa,8
2123,toatoatoa,10
1746,toatoatoa,8
